gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
SCAPER,2.17E-09,0.4494447,0.163,0.062,8.27E-05,0.101,0.622987717,0.188553943,ENSG00000140386,15,-,protein_coding,no,S-phase cyclin A associated protein in the ER
ZDHHC14,2.18E-09,0.270095623,0.074,0.014,8.32E-05,0.06,0.24076255,0.028920434,ENSG00000175048,6,+,protein_coding,no,zinc finger DHHC-type palmitoyltransferase 14
CST7,2.21E-09,-0.63073829,0.494,0.636,8.43E-05,-0.142,3.202140258,5.506413925,ENSG00000077984,20,+,protein_coding,no,cystatin F
TMEM50A,2.22E-09,-0.396671616,0.209,0.403,8.47E-05,-0.194,0.749002139,1.302504012,ENSG00000183726,1,+,protein_coding,no,transmembrane protein 50A
SF3A1,2.26E-09,-0.429409215,0.074,0.224,8.62E-05,-0.15,0.227306105,0.652791035,ENSG00000099995,22,-,protein_coding,no,splicing factor 3a subunit 1
CXorf38,2.27E-09,0.538698789,0.163,0.065,8.66E-05,0.098,0.685061783,0.159982226,ENSG00000185753,X,-,protein_coding,no,chromosome X open reading frame 38
ZNF267,2.28E-09,-0.508499144,0.089,0.241,8.69E-05,-0.152,0.307011254,0.859314354,ENSG00000185947,16,+,protein_coding,no,zinc finger protein 267
A2M,2.29E-09,0.484417421,0.141,0.049,8.75E-05,0.092,0.635303955,0.168891802,ENSG00000175899,12,-,protein_coding,no,alpha-2-macroglobulin
SLC38A2,2.31E-09,-0.439666154,0.417,0.625,8.80E-05,-0.208,2.215605459,3.361294942,ENSG00000134294,12,-,protein_coding,yes,solute carrier family 38 member 2
AL627171.1,2.31E-09,0.314881963,0.083,0.018,8.82E-05,0.065,0.302652794,0.047224416,ENSG00000278002,14,+,lncRNA,no,novel transcript
CCDC144A,2.32E-09,0.369830401,0.123,0.038,8.86E-05,0.085,0.435401241,0.110818933,ENSG00000170160,17,+,protein_coding,no,coiled-coil domain containing 144A
ZPR1,2.34E-09,-0.338164948,0.04,0.174,8.94E-05,-0.134,0.131342376,0.430183776,ENSG00000109917,11,-,protein_coding,no,ZPR1 zinc finger
ZNF226,2.40E-09,0.435357276,0.123,0.039,9.14E-05,0.084,0.48479792,0.098023794,ENSG00000167380,19,+,protein_coding,no,zinc finger protein 226
ATP1A1,2.61E-09,-0.442575414,0.236,0.426,9.96E-05,-0.19,0.865416984,1.535154324,ENSG00000163399,1,+,protein_coding,yes,ATPase Na+/K+ transporting subunit alpha 1
EIF1AY,2.64E-09,-0.666239828,0.11,0.264,1.01E-04,-0.154,0.329949927,1.110539391,ENSG00000198692,Y,+,protein_coding,no,eukaryotic translation initiation factor 1A Y-linked
SETX,2.71E-09,0.609636683,0.31,0.177,1.04E-04,0.133,1.375797742,0.557006899,ENSG00000107290,9,-,protein_coding,no,senataxin
VPS13A,2.73E-09,0.618213427,0.196,0.088,1.04E-04,0.108,0.923280724,0.252973523,ENSG00000197969,9,+,protein_coding,no,vacuolar protein sorting 13 homolog A
VDAC2,2.84E-09,-0.411940864,0.156,0.332,1.08E-04,-0.176,0.493489085,0.987049151,ENSG00000165637,10,+,protein_coding,no,voltage dependent anion channel 2
AL049840.3,2.84E-09,0.249415336,0.061,0.01,1.08E-04,0.051,0.211951949,0.019539142,ENSG00000269940,14,+,lncRNA,no,"novel transcript, sense intronic to KLC1"
COPS3,2.84E-09,-0.36215241,0.037,0.166,1.08E-04,-0.129,0.115968016,0.434400692,ENSG00000141030,17,-,protein_coding,no,COP9 signalosome subunit 3
GIMAP2,2.85E-09,0.40441065,0.147,0.054,1.09E-04,0.093,0.483846915,0.121112931,ENSG00000106560,7,+,protein_coding,no,"GTPase, IMAP family member 2"
CKS2,2.87E-09,-0.427435087,0.064,0.208,1.09E-04,-0.144,0.235633424,0.661729882,ENSG00000123975,9,+,protein_coding,no,CDC28 protein kinase regulatory subunit 2
C1QBP,2.87E-09,-0.371881423,0.101,0.264,1.09E-04,-0.163,0.297476211,0.678985197,ENSG00000108561,17,-,protein_coding,yes,complement C1q binding protein
RARA,2.93E-09,-0.399947924,0.037,0.167,1.12E-04,-0.13,0.118231677,0.475462284,ENSG00000131759,17,+,protein_coding,no,retinoic acid receptor alpha
MAP1LC3A,2.99E-09,-0.373328724,0.018,0.134,1.14E-04,-0.116,0.041154866,0.348647581,ENSG00000101460,20,+,protein_coding,no,microtubule associated protein 1 light chain 3 alpha
PSMD7,3.13E-09,-0.374134362,0.08,0.231,1.19E-04,-0.151,0.269501289,0.645351955,ENSG00000103035,16,+,protein_coding,no,"proteasome 26S subunit, non-ATPase 7"
BX284668.6,3.20E-09,0.255832797,0.052,0.006,1.22E-04,0.046,0.208552946,0.012167377,ENSG00000272426,1,-,lncRNA,no,novel transcript
AC008895.1,3.39E-09,0.285289285,0.077,0.016,1.29E-04,0.061,0.26599632,0.038847529,ENSG00000279948,19,+,TEC,no,TEC
MYCBP2,3.40E-09,0.53644484,0.399,0.258,1.30E-04,0.141,1.677880236,0.846312297,ENSG00000005810,13,-,protein_coding,no,MYC binding protein 2
CCT8,3.41E-09,-0.470814012,0.132,0.296,1.30E-04,-0.164,0.352877215,0.874940639,ENSG00000156261,21,-,protein_coding,no,chaperonin containing TCP1 subunit 8
STIM2,3.44E-09,0.498501496,0.206,0.096,1.31E-04,0.11,0.750183745,0.238852903,ENSG00000109689,4,+,protein_coding,yes,stromal interaction molecule 2
HBA2,3.55E-09,-3.516206385,0.015,0.129,1.36E-04,-0.114,0.221146445,12.97176725,ENSG00000188536,16,+,protein_coding,no,hemoglobin subunit alpha 2
WHRN,3.61E-09,-0.341999872,0.006,0.112,1.38E-04,-0.106,0.028857312,0.30408941,ENSG00000095397,9,-,protein_coding,yes,whirlin
LINC00426,3.65E-09,0.377211587,0.095,0.025,1.39E-04,0.07,0.387221035,0.068055113,ENSG00000238121,13,-,lncRNA,no,long intergenic non-protein coding RNA 426
EIF1B,3.67E-09,-0.414883719,0.233,0.425,1.40E-04,-0.192,0.93613844,1.581242764,ENSG00000114784,3,+,protein_coding,no,eukaryotic translation initiation factor 1B
AL645568.1,3.72E-09,0.200862326,0.052,0.006,1.42E-04,0.046,0.172932549,0.020486945,ENSG00000203739,1,-,lncRNA,no,novel transcript
PER1,3.73E-09,-0.458795629,0.086,0.236,1.42E-04,-0.15,0.359764844,0.868852624,ENSG00000179094,17,-,protein_coding,no,period circadian regulator 1
AC092919.2,3.78E-09,0.138786799,0.028,0,1.44E-04,0.028,0.100978883,0,ENSG00000279673,3,+,TEC,no,TEC
C1orf56,3.82E-09,-0.5506745,0.123,0.286,1.46E-04,-0.163,0.448711626,1.122029846,ENSG00000143443,1,+,protein_coding,no,chromosome 1 open reading frame 56
LINC00667,4.02E-09,0.358473745,0.101,0.028,1.53E-04,0.073,0.368371992,0.067315524,ENSG00000263753,18,+,lncRNA,no,long intergenic non-protein coding RNA 667
PAXBP1,4.26E-09,0.556985871,0.273,0.148,1.63E-04,0.125,1.082248473,0.415347551,ENSG00000159086,21,-,protein_coding,no,PAX3 and PAX7 binding protein 1
MED4,4.28E-09,-0.514006146,0.16,0.327,1.63E-04,-0.167,0.486378975,1.122564134,ENSG00000136146,13,-,protein_coding,no,mediator complex subunit 4
NHLRC2,4.31E-09,0.422172403,0.104,0.03,1.65E-04,0.074,0.420415975,0.060056446,ENSG00000196865,10,+,protein_coding,no,NHL repeat containing 2
TSC22D1,4.34E-09,0.526859319,0.187,0.083,1.66E-04,0.104,0.747291078,0.212731898,ENSG00000102804,13,-,protein_coding,no,TSC22 domain family member 1
MAF,4.45E-09,-0.566839411,0.166,0.345,1.70E-04,-0.179,0.85637484,1.749801466,ENSG00000178573,16,-,protein_coding,no,MAF bZIP transcription factor
NDUFS6,4.46E-09,-0.434537576,0.163,0.333,1.70E-04,-0.17,0.521302144,1.056005736,ENSG00000145494,5,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit S6
TRMT112,4.49E-09,-0.441966083,0.307,0.499,1.71E-04,-0.192,1.156179807,1.929071832,ENSG00000173113,11,-,protein_coding,no,tRNA methyltransferase subunit 11-2
RNF213,4.56E-09,0.643217587,0.681,0.573,1.74E-04,0.108,5.394813111,3.0944924,ENSG00000173821,17,+,protein_coding,no,ring finger protein 213
CNTROB,4.57E-09,0.306388882,0.071,0.014,1.74E-04,0.057,0.278500989,0.033876883,ENSG00000170037,17,+,protein_coding,no,"centrobin, centriole duplication and spindle assembly protein"
SUPT20H,4.61E-09,0.469602124,0.156,0.061,1.76E-04,0.095,0.602549292,0.15730298,ENSG00000102710,13,-,protein_coding,no,"SPT20 homolog, SAGA complex component"
CRAMP1,4.64E-09,0.359086892,0.083,0.019,1.77E-04,0.064,0.340832522,0.045390646,ENSG00000007545,16,+,protein_coding,no,cramped chromatin regulator homolog 1
ATP5PB,4.69E-09,-0.367634353,0.113,0.274,1.79E-04,-0.161,0.382006843,0.783114211,ENSG00000116459,1,+,protein_coding,no,ATP synthase peripheral stalk-membrane subunit b
SDF2L1,4.71E-09,-0.457553969,0.086,0.234,1.80E-04,-0.148,0.235658464,0.696820559,ENSG00000128228,22,+,protein_coding,no,stromal cell derived factor 2 like 1
AFF4,4.74E-09,0.670408175,0.334,0.209,1.81E-04,0.125,1.577503703,0.619520046,ENSG00000072364,5,-,protein_coding,no,AF4/FMR2 family member 4
EIF3L,4.90E-09,-0.43720951,0.138,0.306,1.87E-04,-0.168,0.434153709,0.941819586,ENSG00000100129,22,+,protein_coding,no,eukaryotic translation initiation factor 3 subunit L
ICOS,4.91E-09,-0.547081435,0.034,0.155,1.87E-04,-0.121,0.089629786,0.592087338,ENSG00000163600,2,+,protein_coding,yes,inducible T cell costimulator
AC110769.2,4.93E-09,0.238993935,0.058,0.009,1.88E-04,0.049,0.204588978,0.020691602,ENSG00000270019,2,-,lncRNA,no,novel transcript
ZNF891,4.99E-09,0.371679876,0.11,0.033,1.90E-04,0.077,0.437676699,0.111154482,ENSG00000214029,12,-,protein_coding,no,zinc finger protein 891
RNF165,5.00E-09,0.435686353,0.086,0.021,1.91E-04,0.065,0.430836007,0.057877061,ENSG00000141622,18,+,protein_coding,no,ring finger protein 165
NDUFB9,5.13E-09,-0.47172606,0.126,0.285,1.96E-04,-0.159,0.368579175,0.897901289,ENSG00000147684,8,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B9
AL035530.2,5.22E-09,0.255879666,0.049,0.006,1.99E-04,0.043,0.217704057,0.019798335,ENSG00000271913,6,+,lncRNA,no,"novel transcript, antisense to TAGAP"
C1QTNF6,5.22E-09,0.203193566,0.049,0.006,1.99E-04,0.043,0.171183367,0.017319895,ENSG00000133466,22,-,protein_coding,no,C1q and TNF related 6
UBE2N,5.22E-09,-0.436451341,0.132,0.3,1.99E-04,-0.168,0.387692389,0.877924603,ENSG00000177889,12,-,protein_coding,no,ubiquitin conjugating enzyme E2 N
EIF2S1,5.29E-09,-0.354290519,0.049,0.183,2.02E-04,-0.134,0.131020369,0.445847538,ENSG00000134001,14,+,protein_coding,no,eukaryotic translation initiation factor 2 subunit alpha
MSI2,5.34E-09,0.626292468,0.282,0.16,2.04E-04,0.122,1.278248739,0.475938697,ENSG00000153944,17,+,protein_coding,no,musashi RNA binding protein 2
BIN2,5.44E-09,0.653250597,0.38,0.257,2.07E-04,0.123,1.827908022,0.798114137,ENSG00000110934,12,-,protein_coding,yes,bridging integrator 2
ARHGDIA,5.48E-09,-0.392248396,0.196,0.387,2.09E-04,-0.191,0.716251313,1.252472074,ENSG00000141522,17,-,protein_coding,no,Rho GDP dissociation inhibitor alpha
BLOC1S2,5.53E-09,-0.39816121,0.095,0.252,2.11E-04,-0.157,0.286716806,0.695670406,ENSG00000196072,10,-,protein_coding,no,biogenesis of lysosomal organelles complex 1 subunit 2
IFT88,5.58E-09,0.275682796,0.074,0.015,2.13E-04,0.059,0.249090411,0.031822713,ENSG00000032742,13,+,protein_coding,no,intraflagellar transport 88
AC016876.2,5.70E-09,-0.289177953,0.018,0.133,2.17E-04,-0.115,0.055716481,0.290026225,ENSG00000264772,17,+,lncRNA,no,novel transcript
GZMH,5.84E-09,-0.818329343,0.245,0.403,2.23E-04,-0.158,1.216619137,2.908703763,ENSG00000100450,14,-,protein_coding,no,granzyme H
PIKFYVE,5.96E-09,0.454287795,0.147,0.056,2.28E-04,0.091,0.557295721,0.13662404,ENSG00000115020,2,+,protein_coding,no,"phosphoinositide kinase, FYVE-type zinc finger containing"
PPDPF,6.07E-09,-0.399476936,0.466,0.653,2.32E-04,-0.187,2.5193308,3.642101482,ENSG00000125534,20,+,protein_coding,no,pancreatic progenitor cell differentiation and proliferation factor
SLC16A3,6.24E-09,-0.459370998,0.077,0.222,2.38E-04,-0.145,0.24537403,0.71231734,ENSG00000141526,17,+,protein_coding,yes,solute carrier family 16 member 3
ZMYM2,6.34E-09,0.542464937,0.261,0.137,2.42E-04,0.124,1.139507911,0.468979311,ENSG00000121741,13,+,protein_coding,no,zinc finger MYM-type containing 2
POLR2K,6.53E-09,-0.492261614,0.138,0.3,2.49E-04,-0.162,0.424697177,1.004047796,ENSG00000147669,8,+,protein_coding,no,RNA polymerase II subunit K
HNRNPAB,6.73E-09,-0.425804156,0.196,0.382,2.57E-04,-0.186,0.696638975,1.279130865,ENSG00000197451,5,+,protein_coding,no,heterogeneous nuclear ribonucleoprotein A/B
CCDC69,6.86E-09,0.591358989,0.245,0.132,2.62E-04,0.113,1.043393101,0.356235565,ENSG00000198624,5,-,protein_coding,no,coiled-coil domain containing 69
SIK1,6.87E-09,-0.381313999,0.006,0.107,2.62E-04,-0.101,0.009815966,0.315313218,ENSG00000142178,21,-,protein_coding,no,salt inducible kinase 1
CCDC171,6.94E-09,0.212649381,0.046,0.005,2.65E-04,0.041,0.174579112,0.013604269,ENSG00000164989,9,+,protein_coding,no,coiled-coil domain containing 171
CCT2,7.40E-09,-0.432436297,0.12,0.279,2.82E-04,-0.159,0.354971968,0.82854902,ENSG00000166226,12,+,protein_coding,no,chaperonin containing TCP1 subunit 2
MPHOSPH10,7.47E-09,-0.452030838,0.089,0.238,2.85E-04,-0.149,0.290116931,0.764834219,ENSG00000124383,2,+,protein_coding,no,M-phase phosphoprotein 10
TRMT13,7.53E-09,0.411506995,0.147,0.055,2.87E-04,0.092,0.54439212,0.161132091,ENSG00000122435,1,+,protein_coding,no,tRNA methyltransferase 13 homolog
ELOA-AS1,7.58E-09,0.152278682,0.031,0.001,2.89E-04,0.03,0.112394372,9.64E-04,ENSG00000236810,1,-,lncRNA,no,ELOA antisense RNA 1
LINC00484,7.58E-09,0.111835435,0.031,0.001,2.89E-04,0.03,0.081951572,0.001248784,ENSG00000235641,9,+,lncRNA,no,long intergenic non-protein coding RNA 484
ARL4A,7.78E-09,-0.483118276,0.12,0.283,2.97E-04,-0.163,0.509516766,1.109944508,ENSG00000122644,7,+,protein_coding,yes,ADP ribosylation factor like GTPase 4A
CLEC12A,7.84E-09,0.112916197,0.031,0.001,2.99E-04,0.03,0.083883325,0.002285328,ENSG00000172322,12,+,protein_coding,yes,C-type lectin domain family 12 member A
LSM1,8.10E-09,-0.356744562,0.052,0.185,3.09E-04,-0.133,0.156556259,0.48100859,ENSG00000175324,8,-,protein_coding,no,"LSM1 homolog, mRNA degradation associated"
POLR3E,8.30E-09,-0.364095074,0.086,0.239,3.16E-04,-0.153,0.326678188,0.707533086,ENSG00000058600,16,+,protein_coding,no,RNA polymerase III subunit E
LINC00174,8.31E-09,0.255295752,0.077,0.017,3.17E-04,0.06,0.242968139,0.041377806,ENSG00000179406,7,-,lncRNA,no,long intergenic non-protein coding RNA 174
SOX4,8.38E-09,0.394136405,0.11,0.034,3.20E-04,0.076,0.48941191,0.133360159,ENSG00000124766,6,+,protein_coding,no,SRY-box transcription factor 4
FBLN5,8.55E-09,0.225061401,0.061,0.01,3.26E-04,0.051,0.19859251,0.025466145,ENSG00000140092,14,-,protein_coding,no,fibulin 5
MIF,8.60E-09,-0.397378554,0.291,0.493,3.28E-04,-0.202,1.169571351,1.8575695,ENSG00000240972,22,+,protein_coding,yes,macrophage migration inhibitory factor
EIF4H,8.62E-09,-0.368262017,0.117,0.279,3.29E-04,-0.162,0.364514582,0.761311192,ENSG00000106682,7,+,protein_coding,no,eukaryotic translation initiation factor 4H
ZEB2,8.68E-09,-0.509166397,0.331,0.505,3.31E-04,-0.174,2.092722958,3.401648683,ENSG00000169554,2,-,protein_coding,no,zinc finger E-box binding homeobox 2
SURF2,8.86E-09,-0.322132535,0.031,0.152,3.38E-04,-0.121,0.10784343,0.385000538,ENSG00000148291,9,+,protein_coding,yes,surfeit 2
USP34,8.98E-09,0.585467601,0.35,0.219,3.42E-04,0.131,1.485404511,0.656356335,ENSG00000115464,2,-,protein_coding,no,ubiquitin specific peptidase 34
ANXA2R,9.42E-09,0.363117454,0.138,0.05,3.59E-04,0.088,0.456251385,0.132210311,ENSG00000177721,5,-,protein_coding,no,annexin A2 receptor
CLIP4,9.51E-09,0.333662635,0.123,0.041,3.63E-04,0.082,0.413081402,0.12130748,ENSG00000115295,2,+,protein_coding,no,CAP-Gly domain containing linker protein family member 4
AC087239.1,9.55E-09,0.25762144,0.092,0.024,3.64E-04,0.068,0.283341778,0.073471582,ENSG00000278743,12,-,lncRNA,no,novel transcript
GTPBP4,9.57E-09,-0.367412342,0.052,0.186,3.65E-04,-0.134,0.187543005,0.531974307,ENSG00000107937,10,+,protein_coding,no,GTP binding protein 4
HSD17B7,9.75E-09,0.501342145,0.166,0.069,3.72E-04,0.097,0.650101323,0.165712863,ENSG00000132196,1,+,protein_coding,yes,hydroxysteroid 17-beta dehydrogenase 7
CLIC3,9.81E-09,0.593318486,0.215,0.105,3.74E-04,0.11,1.156866146,0.429606561,ENSG00000169583,9,-,protein_coding,no,chloride intracellular channel 3
FUT10,9.89E-09,0.163221797,0.043,0.004,3.77E-04,0.039,0.137107903,0.015469821,ENSG00000172728,8,-,protein_coding,no,fucosyltransferase 10
MDM4,9.99E-09,0.724698152,0.334,0.21,3.81E-04,0.124,1.776460557,0.680101914,ENSG00000198625,1,+,protein_coding,no,MDM4 regulator of p53
ABHD3,1.00E-08,0.692578415,0.236,0.124,3.83E-04,0.112,1.143547546,0.326313664,ENSG00000158201,18,-,protein_coding,yes,abhydrolase domain containing 3
ANXA5,1.01E-08,-0.382213753,0.16,0.332,3.87E-04,-0.172,0.589665394,1.071874878,ENSG00000164111,4,-,protein_coding,no,annexin A5
BTN3A2,1.03E-08,0.63564816,0.408,0.275,3.92E-04,0.133,1.965569224,0.908793305,ENSG00000186470,6,+,protein_coding,yes,butyrophilin subfamily 3 member A2
AL358472.4,1.05E-08,0.154237488,0.034,0.002,3.99E-04,0.032,0.116749668,0.003519282,ENSG00000282386,1,+,lncRNA,no,"novel transcript, antisense to SLC39A1"
COL4A4,1.05E-08,0.15464114,0.034,0.002,3.99E-04,0.032,0.117500376,0.003912949,ENSG00000081052,2,-,protein_coding,no,collagen type IV alpha 4 chain
SELENOT,1.05E-08,-0.337658298,0.166,0.339,4.00E-04,-0.173,0.6059938,1.029500395,ENSG00000198843,3,+,protein_coding,no,selenoprotein T
SCAI,1.06E-08,0.318782283,0.092,0.025,4.06E-04,0.067,0.315563361,0.054748073,ENSG00000173611,9,-,protein_coding,no,suppressor of cancer cell invasion
RALGAPA1,1.10E-08,-0.442206583,0.209,0.392,4.20E-04,-0.183,0.827243964,1.482641335,ENSG00000174373,14,-,protein_coding,no,Ral GTPase activating protein catalytic subunit alpha 1
PAN2,1.11E-08,0.269840469,0.064,0.012,4.24E-04,0.052,0.235224534,0.024509132,ENSG00000135473,12,-,protein_coding,no,poly(A) specific ribonuclease subunit PAN2
IFNG-AS1,1.11E-08,0.253804628,0.077,0.017,4.25E-04,0.06,0.264721869,0.060699154,ENSG00000255733,12,+,lncRNA,no,IFNG antisense RNA 1
TIMM17A,1.12E-08,-0.384068994,0.046,0.173,4.27E-04,-0.127,0.122467606,0.464839708,ENSG00000134375,1,+,protein_coding,no,translocase of inner mitochondrial membrane 17A
ERO1B,1.18E-08,-0.455422411,0.141,0.304,4.51E-04,-0.163,0.507858639,1.067551972,ENSG00000086619,1,-,protein_coding,no,endoplasmic reticulum oxidoreductase 1 beta
TMEM116,1.22E-08,0.332236321,0.104,0.031,4.64E-04,0.073,0.349443529,0.071868768,ENSG00000198270,12,-,protein_coding,no,transmembrane protein 116
TENT4B,1.27E-08,-0.439519214,0.083,0.228,4.85E-04,-0.145,0.299033963,0.761687906,ENSG00000121274,16,+,protein_coding,no,terminal nucleotidyltransferase 4B
DERL2,1.32E-08,-0.354787395,0.071,0.21,5.04E-04,-0.139,0.198918413,0.533173408,ENSG00000072849,17,-,protein_coding,no,derlin 2
DNAJB4,1.33E-08,0.763629696,0.399,0.26,5.07E-04,0.139,2.86460962,1.276303607,ENSG00000162616,1,+,protein_coding,yes,DnaJ heat shock protein family (Hsp40) member B4
BAZ1A,1.35E-08,-0.406006265,0.199,0.379,5.14E-04,-0.18,0.880701514,1.491953525,ENSG00000198604,14,-,protein_coding,no,bromodomain adjacent to zinc finger domain 1A
MAP2K6,1.35E-08,0.324375788,0.074,0.016,5.16E-04,0.058,0.311692602,0.047575244,ENSG00000108984,17,+,protein_coding,no,mitogen-activated protein kinase kinase 6
SVIP,1.40E-08,-0.541267905,0.199,0.37,5.35E-04,-0.171,0.763082837,1.565727877,ENSG00000198168,11,-,protein_coding,yes,small VCP interacting protein
GABARAP,1.41E-08,-0.446306065,0.083,0.22,5.38E-04,-0.137,0.194017054,0.626904434,ENSG00000170296,17,-,protein_coding,yes,GABA type A receptor-associated protein
MYL12B,1.42E-08,-0.35902794,0.417,0.634,5.42E-04,-0.217,2.293550203,3.224180494,ENSG00000118680,18,+,protein_coding,no,myosin light chain 12B
NDUFB2,1.43E-08,-0.421942538,0.31,0.5,5.45E-04,-0.19,1.225541704,1.981625522,ENSG00000090266,7,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B2
MRPS6,1.45E-08,-0.554431521,0.169,0.331,5.54E-04,-0.162,0.567035225,1.301332005,ENSG00000243927,21,+,protein_coding,no,mitochondrial ribosomal protein S6
CDV3,1.46E-08,-0.415009146,0.252,0.432,5.56E-04,-0.18,0.880043053,1.506674806,ENSG00000091527,3,+,protein_coding,yes,CDV3 homolog
DBP,1.51E-08,0.401443259,0.117,0.039,5.75E-04,0.078,0.424749655,0.078678687,ENSG00000105516,19,-,protein_coding,no,D-box binding PAR bZIP transcription factor
GNAI3,1.52E-08,-0.319909539,0.156,0.335,5.79E-04,-0.179,0.599286993,0.996313632,ENSG00000065135,1,+,protein_coding,yes,G protein subunit alpha i3
TNFRSF1B,1.53E-08,-0.386672212,0.245,0.441,5.83E-04,-0.196,1.159117604,1.822774807,ENSG00000028137,1,+,protein_coding,yes,TNF receptor superfamily member 1B
APAF1,1.58E-08,0.373168903,0.117,0.038,6.03E-04,0.079,0.429032758,0.10333438,ENSG00000120868,12,+,protein_coding,no,apoptotic peptidase activating factor 1
SCLT1,1.61E-08,0.396545363,0.141,0.054,6.15E-04,0.087,0.487398041,0.12993941,ENSG00000151466,4,-,protein_coding,no,sodium channel and clathrin linker 1
GFOD1,1.66E-08,0.428264856,0.147,0.058,6.33E-04,0.089,0.579246226,0.173624805,ENSG00000145990,6,-,protein_coding,no,glucose-fructose oxidoreductase domain containing 1
NFKB2,1.66E-08,-0.318770582,0.071,0.212,6.34E-04,-0.141,0.276098925,0.591636352,ENSG00000077150,10,+,protein_coding,no,nuclear factor kappa B subunit 2
GZMB,1.69E-08,-0.883040827,0.19,0.346,6.43E-04,-0.156,1.597087816,3.789701087,ENSG00000100453,14,-,protein_coding,no,granzyme B
NOP16,1.70E-08,-0.278740132,0.003,0.097,6.50E-04,-0.094,0.012344003,0.228109964,ENSG00000048162,5,-,protein_coding,no,NOP16 nucleolar protein
HSPA1L,1.71E-08,0.202808505,0.058,0.01,6.53E-04,0.048,0.183202147,0.028034065,ENSG00000204390,6,-,protein_coding,yes,heat shock protein family A (Hsp70) member 1 like
ATP5MF,1.71E-08,-0.470008181,0.255,0.431,6.54E-04,-0.176,0.783947243,1.470976228,ENSG00000241468,7,-,protein_coding,no,ATP synthase membrane subunit f
MSL1,1.73E-08,0.484844006,0.209,0.1,6.61E-04,0.109,0.794594356,0.28237106,ENSG00000188895,17,+,protein_coding,no,MSL complex subunit 1
PCM1,1.82E-08,0.571550895,0.408,0.286,6.96E-04,0.122,1.84248194,0.912686315,ENSG00000078674,8,+,protein_coding,no,pericentriolar material 1
CAPRIN2,1.86E-08,0.36606042,0.12,0.04,7.11E-04,0.08,0.450205526,0.125212088,ENSG00000110888,12,-,protein_coding,yes,caprin family member 2
DLG2,1.90E-08,0.235092939,0.049,0.006,7.26E-04,0.043,0.197918139,0.017787504,ENSG00000150672,11,-,protein_coding,yes,discs large MAGUK scaffold protein 2
ITGA1,1.95E-08,0.290235084,0.107,0.033,7.43E-04,0.074,0.351228905,0.104992833,ENSG00000213949,5,+,protein_coding,yes,integrin subunit alpha 1
MSN,2.06E-08,-0.421477766,0.383,0.567,7.86E-04,-0.184,1.723193585,2.647169652,ENSG00000147065,X,+,protein_coding,yes,moesin
COPB1,2.08E-08,-0.481983967,0.138,0.293,7.95E-04,-0.155,0.432225848,1.000336865,ENSG00000129083,11,-,protein_coding,yes,COPI coat complex subunit beta 1
SF3B4,2.11E-08,-0.280844307,0.037,0.159,8.05E-04,-0.122,0.129186541,0.371855136,ENSG00000143368,1,-,protein_coding,no,splicing factor 3b subunit 4
UNC93B1,2.11E-08,0.220457265,0.061,0.011,8.05E-04,0.05,0.189985005,0.021356223,ENSG00000110057,11,-,protein_coding,no,"unc-93 homolog B1, TLR signaling regulator"
PGAP1,2.16E-08,-0.476516762,0.021,0.129,8.26E-04,-0.108,0.064374305,0.480949402,ENSG00000197121,2,-,protein_coding,no,post-GPI attachment to proteins inositol deacylase 1
KMT2E,2.21E-08,-0.434366877,0.503,0.677,8.45E-04,-0.174,2.4219811,3.624183563,ENSG00000005483,7,+,protein_coding,yes,lysine methyltransferase 2E
PTPRC,2.22E-08,-0.322736485,0.887,0.931,8.47E-04,-0.044,9.857029465,12.57889341,ENSG00000081237,1,+,protein_coding,yes,protein tyrosine phosphatase receptor type C
PPIL4,2.31E-08,-0.429958446,0.089,0.23,8.83E-04,-0.141,0.273524739,0.715685872,ENSG00000131013,6,-,protein_coding,no,peptidylprolyl isomerase like 4
PPP1CA,2.34E-08,-0.331362112,0.126,0.284,8.91E-04,-0.158,0.437841434,0.809093151,ENSG00000172531,11,-,protein_coding,yes,protein phosphatase 1 catalytic subunit alpha
CREBZF,2.41E-08,0.479566391,0.276,0.157,9.19E-04,0.119,1.024228288,0.451762657,ENSG00000137504,11,-,protein_coding,no,CREB/ATF bZIP transcription factor
FRYL,2.43E-08,0.54813509,0.282,0.163,9.27E-04,0.119,1.137584413,0.461901697,ENSG00000075539,4,-,protein_coding,no,FRY like transcription coactivator
RBM7,2.43E-08,-0.305136202,0.043,0.167,9.28E-04,-0.124,0.144678156,0.414290242,ENSG00000076053,11,+,protein_coding,no,RNA binding motif protein 7
TRAM1,2.51E-08,-0.407007259,0.129,0.288,9.56E-04,-0.159,0.434638541,0.902233769,ENSG00000067167,8,-,protein_coding,no,translocation associated membrane protein 1
CXXC5,2.51E-08,0.442693949,0.132,0.049,9.59E-04,0.083,0.556572225,0.145262707,ENSG00000171604,5,+,protein_coding,no,CXXC finger protein 5
TXN,2.53E-08,-0.525441474,0.242,0.411,9.66E-04,-0.169,0.881472528,1.708142583,ENSG00000136810,9,-,protein_coding,no,thioredoxin
