gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
WDPCP,1.02E-07,0.037900754,0.105,0.052,0.003872421,0.053,0.082722999,0.054649372,ENSG00000143951,2,-,protein_coding,yes,WD repeat containing planar cell polarity effector
LTBP2,1.02E-07,-0.126495546,0.701,0.758,0.003877314,-0.057,2.820501605,3.170607694,ENSG00000119681,14,-,protein_coding,no,latent transforming growth factor beta binding protein 2
IRF2BPL,1.03E-07,0.122158379,0.413,0.311,0.003911231,0.102,0.523430003,0.399745784,ENSG00000119669,14,-,protein_coding,no,interferon regulatory factor 2 binding protein like
CHCHD6,1.03E-07,0.155212554,0.257,0.174,0.003924156,0.083,0.29169368,0.159941002,ENSG00000159685,3,+,protein_coding,no,coiled-coil-helix-coiled-coil-helix domain containing 6
CKAP5,1.03E-07,0.060128795,0.266,0.174,0.00392673,0.092,0.240417112,0.189781407,ENSG00000175216,11,-,protein_coding,yes,cytoskeleton associated protein 5
FGF13,1.03E-07,0.054453948,0.146,0.081,0.003936391,0.065,0.117593315,0.076196372,ENSG00000129682,X,-,protein_coding,yes,fibroblast growth factor 13
FRS2,1.03E-07,0.078148861,0.393,0.281,0.003947094,0.112,0.43224767,0.356728578,ENSG00000166225,12,+,protein_coding,yes,fibroblast growth factor receptor substrate 2
AVL9,1.04E-07,0.125213853,0.193,0.121,0.003958728,0.072,0.259046196,0.154379324,ENSG00000105778,7,+,protein_coding,no,AVL9 cell migration associated
NEGR1,1.04E-07,0.109490682,0.191,0.12,0.003973356,0.071,0.204008298,0.116013635,ENSG00000172260,1,-,protein_coding,yes,neuronal growth regulator 1
ZNF524,1.04E-07,0.069835567,0.129,0.07,0.003984589,0.059,0.110801176,0.058312025,ENSG00000171443,19,+,protein_coding,no,zinc finger protein 524
TBX15,1.05E-07,0.029058522,0.039,0.01,0.003988094,0.029,0.034371045,0.013745333,ENSG00000092607,1,-,protein_coding,no,T-box transcription factor 15
ZNF234,1.05E-07,0.058092697,0.108,0.054,0.003997609,0.054,0.100151717,0.05673219,ENSG00000263002,19,+,protein_coding,no,zinc finger protein 234
CEBPA,1.05E-07,0.205325842,0.162,0.098,0.004015208,0.064,0.262587423,0.095096073,ENSG00000245848,19,-,protein_coding,no,CCAAT enhancer binding protein alpha
PPP1R14A,1.06E-07,0.144356922,0.175,0.108,0.004057252,0.067,0.240053254,0.121978598,ENSG00000167641,19,-,protein_coding,no,protein phosphatase 1 regulatory inhibitor subunit 14A
MIR155HG,1.06E-07,-0.061981033,0.028,0.078,0.004057407,-0.05,0.026176091,0.071223377,ENSG00000234883,21,+,lncRNA,no,MIR155 host gene
FDX1,1.06E-07,0.149267999,0.433,0.336,0.004057603,0.097,0.503832695,0.35601776,ENSG00000137714,11,+,protein_coding,no,ferredoxin 1
AC036176.1,1.06E-07,0.022682305,0.083,0.037,0.004057994,0.046,0.044664878,0.028368914,ENSG00000267390,18,+,lncRNA,no,"novel transcript, antisense to KDSR"
VPS45,1.08E-07,0.095441462,0.201,0.126,0.004106816,0.075,0.177858797,0.102459101,ENSG00000136631,1,+,protein_coding,no,vacuolar protein sorting 45 homolog
PIK3R3,1.09E-07,-0.158435843,0.141,0.218,0.004139432,-0.077,0.120502161,0.250566065,ENSG00000117461,1,-,protein_coding,no,phosphoinositide-3-kinase regulatory subunit 3
GRHPR,1.09E-07,0.172013241,0.464,0.366,0.004175852,0.098,0.562661319,0.387023173,ENSG00000137106,9,+,protein_coding,no,glyoxylate and hydroxypyruvate reductase
TMEM138,1.10E-07,0.08947264,0.224,0.144,0.004187425,0.08,0.201567894,0.129313103,ENSG00000149483,11,+,protein_coding,no,transmembrane protein 138
ARPC5,1.11E-07,0.203975534,0.633,0.543,0.004235494,0.09,1.169177039,0.883181784,ENSG00000162704,1,-,protein_coding,no,actin related protein 2/3 complex subunit 5
LMAN2L,1.12E-07,0.059167455,0.202,0.126,0.004255991,0.076,0.16379525,0.117031452,ENSG00000114988,2,-,protein_coding,no,"lectin, mannose binding 2 like"
ARHGEF11,1.12E-07,0.0914522,0.226,0.147,0.004264801,0.079,0.220400951,0.145440888,ENSG00000132694,1,-,protein_coding,no,Rho guanine nucleotide exchange factor 11
COL5A3,1.12E-07,-0.076696263,0.073,0.139,0.004274267,-0.066,0.085556626,0.144828305,ENSG00000080573,19,-,protein_coding,no,collagen type V alpha 3 chain
SYNGR1,1.12E-07,0.168936791,0.415,0.314,0.004282458,0.101,0.486312293,0.322071759,ENSG00000100321,22,+,protein_coding,yes,synaptogyrin 1
DIS3L,1.12E-07,0.069890756,0.191,0.117,0.004284722,0.074,0.169176003,0.113885829,ENSG00000166938,15,+,protein_coding,yes,DIS3 like exosome 3'-5' exoribonuclease
C2CD5,1.13E-07,0.086325871,0.158,0.092,0.004300941,0.066,0.168582149,0.100709137,ENSG00000111731,12,-,protein_coding,yes,C2 calcium dependent domain containing 5
ALYREF,1.13E-07,-0.113133538,0.208,0.285,0.004312119,-0.077,0.177494893,0.273548887,ENSG00000183684,17,-,protein_coding,no,Aly/REF export factor
COX10-AS1,1.13E-07,0.029400188,0.055,0.02,0.004327156,0.035,0.04161487,0.020602981,ENSG00000236088,17,-,lncRNA,no,COX10 antisense RNA 1
NOSIP,1.14E-07,0.113723561,0.366,0.27,0.004351116,0.096,0.362803583,0.259502586,ENSG00000142546,19,-,protein_coding,no,nitric oxide synthase interacting protein
JOSD2,1.15E-07,0.125894372,0.326,0.235,0.004405108,0.091,0.311145179,0.201580302,ENSG00000161677,19,-,protein_coding,no,Josephin domain containing 2
DAAM1,1.17E-07,-0.191074975,0.126,0.201,0.004462058,-0.075,0.117584383,0.275850015,ENSG00000100592,14,+,protein_coding,yes,dishevelled associated activator of morphogenesis 1
IL17RD,1.18E-07,0.112078647,0.109,0.056,0.004487246,0.053,0.144093602,0.058577167,ENSG00000144730,3,-,protein_coding,yes,interleukin 17 receptor D
AC093525.6,1.19E-07,-0.046176462,0.026,0.077,0.004550792,-0.051,0.024294227,0.057609212,ENSG00000261613,16,-,lncRNA,no,"novel transcript, antisense to PDPK1"
AC018892.3,1.19E-07,0.013335176,0.025,0.004,0.00455723,0.021,0.012596876,0.003280324,ENSG00000279791,2,+,TEC,no,TEC
AC011773.4,1.20E-07,0.021931278,0.024,0.004,0.004581158,0.02,0.018866226,0.003494956,ENSG00000260493,8,-,lncRNA,no,"novel transcript, antisense to E2F5"
AC069544.1,1.20E-07,0.035068576,0.033,0.008,0.004583019,0.025,0.030660178,0.005909253,ENSG00000272853,10,-,lncRNA,no,novel transcript
BRF2,1.20E-07,0.045455107,0.107,0.054,0.00459132,0.053,0.07197819,0.038729818,ENSG00000104221,8,-,protein_coding,no,BRF2 RNA polymerase III transcription initiation factor subunit
AP000240.1,1.20E-07,-0.039018099,0.004,0.04,0.004594844,-0.036,0.002450534,0.029932042,ENSG00000273017,21,+,lncRNA,no,"novel transcript, sense intronic BACH1"
SDAD1,1.21E-07,0.125420606,0.308,0.213,0.004598948,0.095,0.329601609,0.218894641,ENSG00000198301,4,-,protein_coding,no,SDA1 domain containing 1
NSD2,1.21E-07,0.040925679,0.137,0.075,0.004607752,0.062,0.122204996,0.090818113,ENSG00000109685,4,+,protein_coding,no,nuclear receptor binding SET domain protein 2
AC019197.1,1.21E-07,0.024395855,0.033,0.008,0.004613418,0.025,0.022911144,0.005759227,ENSG00000236283,2,+,lncRNA,no,"novel transcript, antisense to SLC38A11 and SCN3A"
ANKS1A,1.21E-07,0.099202602,0.142,0.08,0.00461834,0.062,0.144369864,0.068325153,ENSG00000064999,6,+,protein_coding,no,ankyrin repeat and sterile alpha motif domain containing 1A
RBM25,1.21E-07,-0.110518238,0.687,0.735,0.004630567,-0.048,1.691750904,1.906057293,ENSG00000119707,14,+,protein_coding,no,RNA binding motif protein 25
ALKBH4,1.22E-07,0.044680103,0.111,0.057,0.004636664,0.054,0.083436844,0.050397186,ENSG00000160993,7,-,protein_coding,no,"alkB homolog 4, lysine demethylase"
SAMD14,1.22E-07,0.034083219,0.047,0.015,0.00465404,0.032,0.040701795,0.016403689,ENSG00000167100,17,-,protein_coding,no,sterile alpha motif domain containing 14
PRRT1,1.22E-07,0.067034384,0.147,0.084,0.004667103,0.063,0.126686045,0.075532541,ENSG00000204314,6,-,protein_coding,no,proline rich transmembrane protein 1
PIK3C2B,1.22E-07,0.066851106,0.103,0.051,0.004670608,0.052,0.099696554,0.04990179,ENSG00000133056,1,-,protein_coding,yes,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
NECAB1,1.23E-07,0.268366833,0.413,0.315,0.004678186,0.098,0.970425202,0.635963037,ENSG00000123119,8,+,protein_coding,no,N-terminal EF-hand calcium binding protein 1
ATAD1,1.23E-07,0.115397231,0.396,0.296,0.004678257,0.1,0.419065323,0.309979079,ENSG00000138138,10,-,protein_coding,no,ATPase family AAA domain containing 1
FOXS1,1.23E-07,0.025625808,0.041,0.012,0.004690375,0.029,0.031682224,0.013518804,ENSG00000179772,20,-,protein_coding,no,forkhead box S1
ALG3,1.23E-07,0.039675119,0.159,0.092,0.004691221,0.067,0.113853117,0.083638742,ENSG00000214160,3,-,protein_coding,no,"ALG3 alpha-1,3- mannosyltransferase"
MAIP1,1.23E-07,0.04784604,0.139,0.077,0.004697316,0.062,0.098987226,0.063137779,ENSG00000162972,2,+,protein_coding,no,matrix AAA peptidase interacting protein 1
AEN,1.23E-07,-0.056765815,0.051,0.111,0.004699559,-0.06,0.036470153,0.078065165,ENSG00000181026,15,+,protein_coding,no,apoptosis enhancing nuclease
IER3IP1,1.23E-07,0.125135757,0.363,0.264,0.004707683,0.099,0.346235887,0.234387591,ENSG00000134049,18,-,protein_coding,no,immediate early response 3 interacting protein 1
MIR4435-2HG,1.24E-07,-0.150272833,0.126,0.198,0.004717607,-0.072,0.097760309,0.218271697,ENSG00000172965,2,-,lncRNA,no,MIR4435-2 host gene
SETDB2,1.24E-07,0.068149038,0.16,0.092,0.004738652,0.068,0.150254822,0.097183222,ENSG00000136169,13,+,protein_coding,no,SET domain bifurcated histone lysine methyltransferase 2
XRCC6,1.25E-07,-0.083645753,0.534,0.581,0.004774849,-0.047,0.847260598,0.957528293,ENSG00000196419,22,+,protein_coding,no,X-ray repair cross complementing 6
MICU1,1.26E-07,0.102871591,0.385,0.276,0.004808653,0.109,0.4137192,0.316423788,ENSG00000107745,10,-,protein_coding,no,mitochondrial calcium uptake 1
UHMK1,1.27E-07,0.038684838,0.374,0.264,0.004843018,0.11,0.382278353,0.345706067,ENSG00000152332,1,+,protein_coding,no,U2AF homology motif kinase 1
TXN,1.27E-07,0.335667608,0.741,0.705,0.004844724,0.036,3.28313224,2.394028342,ENSG00000136810,9,-,protein_coding,no,thioredoxin
CLDND2,1.27E-07,0.081146916,0.104,0.053,0.004852099,0.051,0.104686087,0.044266217,ENSG00000160318,19,-,protein_coding,yes,claudin domain containing 2
SLFN11,1.28E-07,-0.123372649,0.307,0.393,0.004882864,-0.086,0.388085072,0.512011004,ENSG00000172716,17,-,protein_coding,no,schlafen family member 11
ZNF777,1.29E-07,0.072170127,0.093,0.044,0.004917743,0.049,0.086222951,0.033221898,ENSG00000196453,7,-,protein_coding,no,zinc finger protein 777
FBXL15,1.30E-07,0.091190511,0.295,0.206,0.004942983,0.089,0.262028525,0.184726471,ENSG00000107872,10,+,protein_coding,no,F-box and leucine rich repeat protein 15
MYO6,1.30E-07,0.142535408,0.483,0.373,0.004945745,0.11,0.654048603,0.498445092,ENSG00000196586,6,+,protein_coding,yes,myosin VI
PLIN3,1.30E-07,-0.192374715,0.336,0.405,0.004957803,-0.069,0.379108101,0.575828204,ENSG00000105355,19,-,protein_coding,no,perilipin 3
UBXN7,1.30E-07,0.188562637,0.397,0.294,0.00495954,0.103,0.543095397,0.354034612,ENSG00000163960,3,-,protein_coding,no,UBX domain protein 7
PBXIP1,1.30E-07,0.250608221,0.441,0.355,0.004973504,0.086,0.643464705,0.381401076,ENSG00000163346,1,-,protein_coding,no,PBX homeobox interacting protein 1
NDRG1,1.31E-07,-0.121598515,0.593,0.638,0.004981171,-0.045,1.221315859,1.416657573,ENSG00000104419,8,-,protein_coding,yes,N-myc downstream regulated 1
ATP6V1FNB,1.31E-07,-0.026580191,0.001,0.033,0.004985528,-0.032,0.00618707,0.02489687,ENSG00000272899,7,+,protein_coding,no,ATP6V1F neighbor
IRAK1,1.32E-07,-0.086202666,0.11,0.185,0.005027525,-0.075,0.104828413,0.172855268,ENSG00000184216,X,-,protein_coding,yes,interleukin 1 receptor associated kinase 1
LAT,1.32E-07,-0.035859692,0.011,0.052,0.00504748,-0.041,0.013740434,0.039253778,ENSG00000213658,16,+,protein_coding,yes,linker for activation of T cells
FGD4,1.33E-07,-0.233305673,0.2,0.278,0.005083797,-0.078,0.198516223,0.408886224,ENSG00000139132,12,+,protein_coding,no,"FYVE, RhoGEF and PH domain containing 4"
RAD18,1.35E-07,0.086046573,0.06,0.023,0.005157087,0.037,0.079992835,0.01746218,ENSG00000070950,3,-,protein_coding,no,RAD18 E3 ubiquitin protein ligase
ZNF69,1.36E-07,0.029278843,0.041,0.012,0.005174913,0.029,0.031020728,0.010307523,ENSG00000198429,19,+,protein_coding,no,zinc finger protein 69
C3orf38,1.36E-07,0.127170243,0.224,0.149,0.005191888,0.075,0.23051829,0.126694088,ENSG00000179021,3,+,protein_coding,no,chromosome 3 open reading frame 38
TMEM19,1.37E-07,0.09207555,0.11,0.057,0.005222131,0.053,0.123342065,0.053888145,ENSG00000139291,12,+,protein_coding,no,transmembrane protein 19
HSD17B12,1.38E-07,0.189501159,0.585,0.49,0.005275035,0.095,0.91253656,0.677120289,ENSG00000149084,11,+,protein_coding,no,hydroxysteroid 17-beta dehydrogenase 12
ARHGEF9,1.39E-07,0.096402499,0.297,0.203,0.005286128,0.094,0.286481651,0.203326698,ENSG00000131089,X,-,protein_coding,no,Cdc42 guanine nucleotide exchange factor 9
ZYG11B,1.39E-07,0.108470851,0.369,0.265,0.005300994,0.104,0.45329295,0.348031954,ENSG00000162378,1,+,protein_coding,no,"zyg-11 family member B, cell cycle regulator"
NPIPB5,1.39E-07,-0.086852324,0.151,0.238,0.005316278,-0.087,0.197035398,0.271312005,ENSG00000243716,16,+,protein_coding,no,nuclear pore complex interacting protein family member B5
PPP1R1C,1.40E-07,0.077936344,0.1,0.05,0.005328945,0.05,0.098710414,0.040931291,ENSG00000150722,2,+,protein_coding,no,protein phosphatase 1 regulatory inhibitor subunit 1C
BBX,1.40E-07,0.24788686,0.746,0.69,0.005341153,0.056,2.115094308,1.623311233,ENSG00000114439,3,+,protein_coding,no,BBX high mobility group box domain containing
GFPT1,1.42E-07,0.217127017,0.467,0.368,0.005417161,0.099,0.692875247,0.456341448,ENSG00000198380,2,-,protein_coding,no,glutamine--fructose-6-phosphate transaminase 1
GPC1,1.43E-07,0.102222054,0.111,0.059,0.005470241,0.052,0.124016476,0.047130411,ENSG00000063660,2,+,protein_coding,yes,glypican 1
LATS2,1.44E-07,-0.133962981,0.367,0.441,0.005482257,-0.074,0.443536546,0.583998109,ENSG00000150457,13,-,protein_coding,no,large tumor suppressor kinase 2
PRPF39,1.45E-07,0.085375298,0.176,0.107,0.005526924,0.069,0.183926238,0.115897025,ENSG00000185246,14,+,protein_coding,no,pre-mRNA processing factor 39
TAGLN,1.46E-07,-0.395570077,0.739,0.796,0.005569966,-0.057,5.495104136,7.544065656,ENSG00000149591,11,+,protein_coding,no,transgelin
STARD13,1.47E-07,-0.172685056,0.154,0.231,0.005590243,-0.077,0.13686326,0.281420341,ENSG00000133121,13,-,protein_coding,no,StAR related lipid transfer domain containing 13
AKR1A1,1.47E-07,0.16313102,0.428,0.323,0.005613396,0.105,0.506095659,0.345071053,ENSG00000117448,1,+,protein_coding,no,aldo-keto reductase family 1 member A1
CACNB4,1.47E-07,0.109432243,0.123,0.067,0.005618385,0.056,0.164157833,0.079119343,ENSG00000182389,2,-,protein_coding,yes,calcium voltage-gated channel auxiliary subunit beta 4
PRSS35,1.50E-07,0.048192832,0.045,0.014,0.005722033,0.031,0.048279466,0.013840394,ENSG00000146250,6,+,protein_coding,no,serine protease 35
HDAC5,1.50E-07,-0.159610451,0.213,0.294,0.005732973,-0.081,0.171284806,0.308308139,ENSG00000108840,17,-,protein_coding,no,histone deacetylase 5
NDUFB8,1.52E-07,0.232602423,0.655,0.584,0.005780642,0.071,1.418134124,1.058069702,ENSG00000166136,10,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B8
LATS1,1.52E-07,0.136133463,0.33,0.236,0.005784427,0.094,0.397770088,0.271907378,ENSG00000131023,6,-,protein_coding,no,large tumor suppressor kinase 1
CCT6A,1.53E-07,-0.175319891,0.418,0.478,0.005853647,-0.06,0.48198704,0.673481639,ENSG00000146731,7,+,protein_coding,no,chaperonin containing TCP1 subunit 6A
CPNE1,1.54E-07,0.186890282,0.4,0.303,0.005876459,0.097,0.501277404,0.31886811,ENSG00000214078,20,-,protein_coding,yes,copine 1
METTL2A,1.55E-07,0.096665201,0.165,0.098,0.005909358,0.067,0.153881621,0.079101089,ENSG00000087995,17,+,protein_coding,no,methyltransferase like 2A
ANKRD49,1.57E-07,0.084847196,0.229,0.147,0.005977251,0.082,0.242261012,0.171308525,ENSG00000168876,11,+,protein_coding,no,ankyrin repeat domain 49
AC107993.1,1.57E-07,-0.052787133,0.019,0.064,0.006007173,-0.045,0.013201365,0.050960217,ENSG00000267222,17,+,lncRNA,no,novel transcript
SNHG20,1.58E-07,0.059972173,0.083,0.038,0.006010576,0.045,0.073152588,0.029456628,ENSG00000234912,17,+,lncRNA,no,small nucleolar RNA host gene 20
NFX1,1.58E-07,0.128915585,0.262,0.176,0.006017274,0.086,0.313146294,0.200896708,ENSG00000086102,9,+,protein_coding,yes,"nuclear transcription factor, X-box binding 1"
WDR1,1.58E-07,-0.115893074,0.297,0.371,0.006027165,-0.074,0.296380904,0.404817526,ENSG00000071127,4,-,protein_coding,yes,WD repeat domain 1
AL021368.4,1.58E-07,0.029308552,0.043,0.013,0.006034074,0.03,0.033843216,0.013052446,ENSG00000283352,6,-,lncRNA,no,novel transcript
APH1B,1.59E-07,0.100538343,0.249,0.168,0.006048594,0.081,0.233437688,0.1504087,ENSG00000138613,15,+,protein_coding,yes,"aph-1 homolog B, gamma-secretase subunit"
SFRP1,1.59E-07,0.084747697,0.115,0.061,0.006060484,0.054,0.121945228,0.05793761,ENSG00000104332,8,-,protein_coding,yes,secreted frizzled related protein 1
FAM173B,1.59E-07,0.066564712,0.125,0.067,0.006075321,0.058,0.108495469,0.058512394,ENSG00000150756,5,-,protein_coding,no,ATP synthase c subunit lysine N-methyltransferase
TRHDE,1.60E-07,0.072430242,0.186,0.113,0.006101894,0.073,0.195537159,0.136997222,ENSG00000072657,12,+,protein_coding,yes,thyrotropin releasing hormone degrading enzyme
DTX3,1.60E-07,0.056053993,0.251,0.168,0.006114042,0.083,0.210189699,0.164071131,ENSG00000178498,12,+,protein_coding,no,deltex E3 ubiquitin ligase 3
ZDHHC7,1.60E-07,0.039083106,0.25,0.165,0.006120913,0.085,0.204655519,0.172459061,ENSG00000153786,16,-,protein_coding,no,zinc finger DHHC-type palmitoyltransferase 7
UNC93B1,1.61E-07,0.081890989,0.112,0.059,0.00613126,0.053,0.106763151,0.045690222,ENSG00000110057,11,-,protein_coding,no,"unc-93 homolog B1, TLR signaling regulator"
HLA-C,1.63E-07,0.353662192,0.774,0.729,0.006211882,0.045,3.049696485,2.169272242,ENSG00000204525,6,-,protein_coding,yes,"major histocompatibility complex, class I, C"
HLA-C,1.63E-07,0.353662192,0.774,0.729,0.006211882,0.045,3.049696485,2.169272242,ENSG00000204525,6,-,protein_coding,yes,"major histocompatibility complex, class I, C"
PGAP2,1.63E-07,0.028675921,0.092,0.044,0.006232322,0.048,0.056148947,0.035363518,ENSG00000148985,11,+,protein_coding,no,post-GPI attachment to proteins 2
DUSP11,1.64E-07,0.068425608,0.205,0.131,0.006251523,0.074,0.158674133,0.105002222,ENSG00000144048,2,-,protein_coding,no,dual specificity phosphatase 11
ASB13,1.66E-07,0.047935843,0.089,0.042,0.006328168,0.047,0.063573476,0.028815199,ENSG00000196372,10,-,protein_coding,no,ankyrin repeat and SOCS box containing 13
SRGAP2C,1.67E-07,0.115523086,0.293,0.206,0.006388333,0.087,0.290299944,0.191008235,ENSG00000171943,1,+,protein_coding,no,SLIT-ROBO Rho GTPase activating protein 2C
MMD,1.68E-07,0.096250696,0.305,0.21,0.006404659,0.095,0.355644082,0.268152073,ENSG00000108960,17,-,protein_coding,no,monocyte to macrophage differentiation associated
HAGHL,1.69E-07,0.054042369,0.054,0.02,0.006432867,0.034,0.053573424,0.014837328,ENSG00000103253,16,+,protein_coding,no,hydroxyacylglutathione hydrolase like
Z97200.1,1.69E-07,-0.132466324,0.143,0.223,0.006434267,-0.08,0.196010115,0.311025652,ENSG00000271811,1,+,lncRNA,no,novel transcript
ACADM,1.69E-07,0.112806541,0.372,0.276,0.006459905,0.096,0.396224599,0.291210748,ENSG00000117054,1,+,protein_coding,no,acyl-CoA dehydrogenase medium chain
FAM174B,1.70E-07,0.087267375,0.13,0.071,0.006487364,0.059,0.123687121,0.057731178,ENSG00000185442,15,-,protein_coding,yes,family with sequence similarity 174 member B
ING5,1.70E-07,0.072373803,0.27,0.184,0.006496344,0.086,0.237252249,0.17671575,ENSG00000168395,2,+,protein_coding,no,inhibitor of growth family member 5
AC092794.1,1.72E-07,0.01947554,0.031,0.007,0.006548087,0.024,0.023229971,0.009509779,ENSG00000274987,12,+,lncRNA,no,"novel transcript, antisense to KRAS"
SUPT3H,1.72E-07,0.079949031,0.128,0.07,0.006571255,0.058,0.114568904,0.054483688,ENSG00000196284,6,-,protein_coding,no,"SPT3 homolog, SAGA and STAGA complex component"
RBMS2,1.73E-07,0.069129926,0.291,0.202,0.006607366,0.089,0.263132104,0.20403356,ENSG00000076067,12,+,protein_coding,no,RNA binding motif single stranded interacting protein 2
SCT,1.75E-07,0.049955111,0.076,0.033,0.006679267,0.043,0.068773656,0.032399424,ENSG00000070031,11,-,protein_coding,no,secretin
AKT3,1.76E-07,0.135274532,0.364,0.269,0.006713034,0.095,0.452501628,0.322497733,ENSG00000117020,1,-,protein_coding,no,AKT serine/threonine kinase 3
KIAA1257,1.77E-07,-0.037657504,0.011,0.051,0.006755921,-0.04,0.005540095,0.032132445,ENSG00000114656,3,-,protein_coding,no,KIAA1257
CNOT6,1.79E-07,0.09067027,0.221,0.14,0.006838321,0.081,0.23123332,0.156234407,ENSG00000113300,5,+,protein_coding,no,CCR4-NOT transcription complex subunit 6
AL158071.1,1.79E-07,0.045823703,0.071,0.03,0.00684568,0.041,0.051648247,0.018770107,ENSG00000229694,9,+,lncRNA,no,novel transcript
MISP3,1.82E-07,0.041536397,0.064,0.026,0.006929101,0.038,0.04831921,0.018567566,ENSG00000141854,19,+,protein_coding,no,MISP family member 3
BMP1,1.82E-07,-0.172932026,0.265,0.346,0.006954392,-0.081,0.288646521,0.45275217,ENSG00000168487,8,+,protein_coding,no,bone morphogenetic protein 1
ARFGEF1,1.83E-07,0.129802789,0.303,0.216,0.00696721,0.087,0.373566883,0.25538021,ENSG00000066777,8,-,protein_coding,no,ADP ribosylation factor guanine nucleotide exchange factor 1
UBQLN2,1.83E-07,0.139412544,0.323,0.235,0.006979068,0.088,0.357019593,0.232022844,ENSG00000188021,X,+,protein_coding,yes,ubiquilin 2
VPS41,1.83E-07,0.1907074,0.441,0.339,0.0069901,0.102,0.596805914,0.399083016,ENSG00000006715,7,-,protein_coding,no,VPS41 subunit of HOPS complex
HIST2H2AB,1.84E-07,0.01362714,0.031,0.007,0.007009781,0.024,0.015679677,0.006131126,ENSG00000184270,1,-,protein_coding,no,H2A clustered histone 21
FRZB,1.85E-07,0.366179875,0.39,0.315,0.007039539,0.075,0.969564331,0.528055204,ENSG00000162998,2,-,protein_coding,no,frizzled related protein
METTL17,1.85E-07,0.085472441,0.162,0.097,0.007063625,0.065,0.147209938,0.081217663,ENSG00000165792,14,+,protein_coding,no,methyltransferase like 17
CHKB,1.86E-07,-0.050080416,0.061,0.123,0.007079448,-0.062,0.050370783,0.087472644,ENSG00000100288,22,-,protein_coding,no,choline kinase beta
MSANTD3,1.86E-07,0.097067767,0.182,0.111,0.007086689,0.071,0.171016075,0.094819558,ENSG00000066697,9,+,protein_coding,no,Myb/SANT DNA binding domain containing 3
ALAS1,1.87E-07,-0.145923671,0.198,0.277,0.007114801,-0.079,0.174444101,0.299450538,ENSG00000023330,3,+,protein_coding,no,5'-aminolevulinate synthase 1
ABL2,1.87E-07,-0.226838032,0.165,0.237,0.007128951,-0.072,0.196274477,0.399960843,ENSG00000143322,1,-,protein_coding,no,"ABL proto-oncogene 2, non-receptor tyrosine kinase"
BX284668.6,1.89E-07,0.014290707,0.035,0.009,0.007200112,0.026,0.017030901,0.007006368,ENSG00000272426,1,-,lncRNA,no,novel transcript
ZBTB6,1.89E-07,0.05492299,0.101,0.051,0.0072029,0.05,0.086534249,0.04594766,ENSG00000186130,9,-,protein_coding,no,zinc finger and BTB domain containing 6
TMEM223,1.90E-07,0.049438447,0.218,0.137,0.007237508,0.081,0.186668728,0.146692685,ENSG00000168569,11,-,protein_coding,no,transmembrane protein 223
NCBP2,1.90E-07,-0.183532562,0.386,0.449,0.007244069,-0.063,0.416740077,0.608936803,ENSG00000114503,3,-,protein_coding,no,nuclear cap binding protein subunit 2
MYLK,1.92E-07,0.139921961,0.387,0.294,0.00733712,0.093,0.514137979,0.37418355,ENSG00000065534,3,-,protein_coding,yes,myosin light chain kinase
TBX3,1.93E-07,-0.174821841,0.207,0.281,0.007359028,-0.074,0.151592387,0.299946273,ENSG00000135111,12,-,protein_coding,no,T-box transcription factor 3
SERTAD3,1.95E-07,-0.135511814,0.212,0.289,0.0074474,-0.077,0.181959743,0.298362029,ENSG00000167565,19,-,protein_coding,no,SERTA domain containing 3
TMED7,1.96E-07,0.190009119,0.525,0.431,0.007466019,0.094,0.753080527,0.536750707,ENSG00000134970,5,-,protein_coding,no,transmembrane p24 trafficking protein 7
ZNF740,1.96E-07,0.059219339,0.125,0.067,0.007471659,0.058,0.113279676,0.068507274,ENSG00000139651,12,+,protein_coding,no,zinc finger protein 740
MRPS5,1.97E-07,0.091149618,0.444,0.334,0.007532667,0.11,0.500232004,0.408379376,ENSG00000144029,2,-,protein_coding,no,mitochondrial ribosomal protein S5
WASHC4,1.98E-07,0.144577007,0.388,0.294,0.007546347,0.094,0.510295079,0.366280253,ENSG00000136051,12,+,protein_coding,no,WASH complex subunit 4
RALGAPA1,1.98E-07,0.160591929,0.449,0.342,0.007561279,0.107,0.630983499,0.459172309,ENSG00000174373,14,-,protein_coding,no,Ral GTPase activating protein catalytic subunit alpha 1
SELENOM,2.00E-07,0.214938163,0.822,0.852,0.007627902,-0.03,4.807117481,4.003314212,ENSG00000198832,22,-,protein_coding,no,selenoprotein M
FAM20A,2.00E-07,-0.205923515,0.378,0.465,0.007633958,-0.087,0.595682546,0.84049927,ENSG00000108950,17,-,protein_coding,no,FAM20A golgi associated secretory pathway pseudokinase
AC068620.2,2.00E-07,0.024232619,0.017,0.001,0.007636578,0.016,0.017882547,9.28E-04,ENSG00000270147,4,+,lncRNA,no,novel transcript
SORBS3,2.01E-07,0.201376277,0.513,0.413,0.007679175,0.1,0.753078376,0.524688179,ENSG00000120896,8,+,protein_coding,no,sorbin and SH3 domain containing 3
MAP1A,2.02E-07,0.275116998,0.512,0.406,0.007686209,0.106,0.947806845,0.609635045,ENSG00000166963,15,+,protein_coding,no,microtubule associated protein 1A
